id,company,product,type_name,inches,ram,weight,cpu_brand,cpu_generation,os_type,gpu_brand,gpu_type,memory_hdd,memory_ssd,memory_hybrid,memory_flash_storage,ips,retina,touchscreen,resolution_x,resolution_y,price
3977698,Dell,Inspiron 5570,Ultrabook,15.6,8,1.9,Intel,i5,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,663
2702455,Dell,XPS 15,Notebook,15.6,16,2.06,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,1,3840,2160,2027
1630305,HP,Elitebook 850,Notebook,15.6,8,1.84,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1304
6981436,MSI,GP72MVR 7RFX,Gaming,17.3,8,2.7,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1920,1080,1409
1657927,HP,Zbook 15,Workstation,15.6,8,2.6,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1738
6763772,Toshiba,Tecra A50-C-21G,Notebook,15.6,16,2.4,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,0,1920,1080,1403
3444668,Dell,Inspiron 5570,Notebook,15.6,8,2.02,Intel,i7,Windows,AMD,dedicated,2000,128,0,0,0,0,0,1920,1080,970
1110217,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,Intel,Dual,No OS,Intel,integrated,1000,0,0,0,0,0,0,1366,768,321
1315593,Dell,Inspiron 7577,Gaming,15.6,8,2.65,Intel,i5,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,999
6050061,Dell,Inspiron 3567,Notebook,15.6,8,2.36,Intel,i5,Windows,Intel,integrated,2000,0,0,0,0,0,1,1366,768,557
3942089,Dell,Latitude 7480,Notebook,14.0,8,1.36,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1427
1028124,HP,250 G6,Notebook,15.6,4,1.86,Intel,i3,Windows,Intel,integrated,500,0,0,0,0,0,0,1366,768,439
7837602,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,2.0,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,945
9606174,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,2.8,Intel,i5,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1600,900,719
5895007,HP,250 G6,Notebook,15.6,8,1.86,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,639
5126178,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,2.2,Intel,i3,No OS,Nvidia,dedicated,0,256,0,0,0,0,0,1366,768,499
2946920,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,2.04,Intel,Quad,Windows,Intel,integrated,2000,0,0,0,0,0,0,1366,768,389
4762286,Dell,Inspiron 5770,Notebook,17.3,8,2.8,Intel,i5,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,1085
1268870,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.4,Intel,i5,No OS,Nvidia,dedicated,1000,128,0,0,1,0,0,1920,1080,809
7130324,Dell,Inspiron 5567,Notebook,15.6,8,2.33,Intel,i7,Windows,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,899
6343880,HP,Elitebook 1040,Ultrabook,14.0,8,1.36,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1750
8607450,Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,2.26,Intel,i7,Windows,Nvidia,dedicated,2000,512,0,0,0,0,1,1920,1080,1099
4231453,Acer,Aspire 3,Notebook,15.6,4,2.1,AMD,9420,Windows,AMD,dedicated,0,128,0,0,0,0,0,1366,768,426
2304858,Asus,Rog Strix,Gaming,17.3,16,3.25,AMD,1700,Windows,AMD,dedicated,1000,256,0,0,1,0,0,1920,1080,2199
3310330,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,2.6,AMD,7410,Windows,AMD,dedicated,0,128,0,0,0,0,0,1600,900,489
8312235,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,1.62,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,1,1920,1080,869
5910857,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,1.91,AMD,9420,Windows,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,488
4508969,Lenovo,Yoga 11e,Netbook,11.6,4,1.59,Intel,Quad,Windows,Intel,integrated,0,128,0,0,1,0,0,1366,768,553
4515208,Dell,Inspiron 3552,Notebook,15.6,4,1.8,Intel,Dual,Windows,Intel,integrated,500,0,0,0,0,0,0,1366,768,309
4075306,Asus,VivoBook E403NA,Notebook,14.0,4,1.5,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,0,1366,768,286
1689001,Acer,Aspire 7,Notebook,15.6,8,2.4,Intel,i7,Linux,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,846
3394169,HP,Omen 17-w212nv,Gaming,17.3,8,3.35,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,1,0,0,1920,1080,1191
4998732,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,1.85,Intel,i3,No OS,Intel,integrated,0,128,0,0,0,0,0,1920,1080,403
9034864,Asus,ROG Strix,Gaming,15.6,8,2.3,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,1,0,0,1920,1080,1655
8204777,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,1.5,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,1099
5485780,Asus,Zenbook Flip,Ultrabook,13.3,16,1.1,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,1,1920,1080,1748
5091951,Lenovo,Thinkpad X1,Ultrabook,14.0,8,1.13,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,0,2560,1440,2282
2710556,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,1.5,Intel,i3,Windows,Intel,integrated,0,128,0,0,1,0,0,1920,1080,549
7797038,Dell,Precision 3510,Workstation,15.6,8,2.23,Intel,i5,Windows,AMD,dedicated,500,0,0,0,0,0,0,1920,1080,1369
1217342,Dell,Precision 5520,Workstation,15.6,8,2.0,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,2135
2262347,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,1.42,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,1,2560,1440,2509
5953806,Asus,Rog GL753VD-GC042T,Gaming,17.3,8,3.0,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,1039
2481400,Asus,Rog GL753VE-GC070T,Gaming,17.3,16,3.0,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1591
7342677,Acer,Aspire 5,Notebook,15.6,12,2.2,Intel,i5,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1366,768,693
2731118,MSI,Leopard GP72M,Gaming,17.3,8,2.7,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1349
7244694,Dell,Inspiron 5567,Notebook,15.6,8,2.33,Intel,i7,Linux,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,778
2428949,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,1.91,AMD,9420,Windows,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,499
9111452,Lenovo,ThinkPad E580,Notebook,15.6,8,2.1,Intel,i7,Windows,AMD,dedicated,0,256,0,0,1,0,0,1920,1080,1229
1538812,Lenovo,ThinkPad L470,Notebook,14.0,8,1.9,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,938
9548081,Dell,Precision M5520,Workstation,15.6,8,1.78,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,1,3840,2160,2712
1198983,Lenovo,Thinkpad X1,Ultrabook,14.0,16,1.13,Intel,i7,Windows,Intel,integrated,0,1000,0,0,1,0,0,2560,1440,2625
3291293,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,Intel,Dual,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,306
2126641,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,2.9,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1529
2792537,Lenovo,ThinkPad E580,Notebook,15.6,8,2.1,Intel,i5,Windows,AMD,dedicated,1000,256,0,0,1,0,0,1920,1080,1144
8681714,Acer,Aspire 7,Notebook,15.6,8,2.5,Intel,i7,Linux,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,879
2455950,MSI,GE73VR 7RF,Gaming,17.3,16,2.8,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,2249
7376742,Asus,Zenbook 3,Ultrabook,14.0,8,1.1,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,0,1920,1080,1873
7040500,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,1.2,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,0,1920,1080,1747
9763247,Dell,Latitude 7480,Ultrabook,14.0,8,1.36,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,0,1920,1080,1680
3768307,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,2.2,Intel,i3,Windows,Intel,integrated,500,0,0,0,0,0,0,1920,1080,409
7691938,Lenovo,Lenovo IdeaPad,Notebook,11.6,2,1.15,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,0,1366,768,304
6927432,Lenovo,ThinkPad P51,Workstation,15.6,8,2.67,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,0,1920,1080,1925
5250704,Lenovo,Thinkpad T470p,Ultrabook,14.0,8,1.7,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,0,2560,1440,1943
7840851,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,2.1,Intel,i3,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,469
5336732,Acer,Aspire R7,2 in 1 Convertible,13.3,8,1.6,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,1,1920,1080,789
6047308,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,1.27,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,1,1920,1080,928
3277178,Dell,Inspiron 3567,Notebook,15.6,4,2.3,Intel,i5,Linux,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,598
5889537,Dell,Latitude 3380,Notebook,13.3,4,1.65,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,689
8762444,HP,EliteBook 1040,Ultrabook,14.0,8,1.43,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1500
8100250,Dell,Inspiron 3567,Notebook,15.6,8,2.14,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,539
5247058,Lenovo,ThinkPad E480,Ultrabook,14.0,8,1.75,Intel,i7,Windows,AMD,dedicated,0,256,0,0,1,0,0,1920,1080,1215
6872646,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,2.0,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,1,3840,2160,1899
5439001,Chuwi,LapBook 12.3,Notebook,12.3,6,1.4,Intel,Quad,Windows,Intel,integrated,0,0,0,64,1,1,0,2736,1824,449
9036512,HP,ProBook 650,Notebook,15.6,8,2.31,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1427
3016600,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,2.3,Intel,i3,Linux,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,597
3281537,Dell,Alienware 17,Gaming,17.3,16,4.42,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,2560,1440,2799
5155985,Dell,Inspiron 7577,Gaming,15.6,8,2.62,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,1,0,0,1920,1080,1159
1849371,Dell,Inspiron 5570,Notebook,15.6,8,2.02,Intel,i7,Windows,AMD,dedicated,2000,256,0,0,0,0,0,1920,1080,1142
8570885,Dell,Latitude 5480,Ultrabook,14.0,8,1.6,Intel,i7,Linux,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1099
3043315,HP,Omen 17-w207nv,Gaming,17.3,12,3.35,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1999
6888724,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4,1.16,Intel,Dual,Windows,Intel,integrated,0,32,0,0,1,0,1,1920,1080,299
4189305,Samsung,Chromebook 3,Netbook,11.6,4,1.15,Intel,Dual,Chrome OS,Intel,integrated,0,0,0,16,0,0,0,1366,768,269
6766298,Lenovo,Thinkpad 13,Notebook,13.3,8,1.4,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1010
6712628,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,1.7,Intel,i3,Windows,Intel,integrated,0,128,0,0,1,0,0,1920,1080,599
7586340,Lenovo,Thinkpad T570,Workstation,15.6,16,2.3,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,0,3840,2160,2445
4377081,Lenovo,Thinkpad P51,Notebook,15.6,16,2.5,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,0,1920,1080,2449
5540586,Asus,Rog Strix,Gaming,17.3,8,3.2,AMD,1600,Windows,AMD,dedicated,1000,256,0,0,0,0,0,1920,1080,1695
8743725,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,2.1,Intel,Dual,Windows,Intel,integrated,500,0,0,0,0,0,0,1366,768,347
8360704,Google,Pixelbook (Core,Ultrabook,12.3,16,1.1,Intel,i7,Chrome OS,Intel,integrated,0,512,0,0,0,0,1,2400,1600,2199
9708898,Lenovo,ThinkPad T470s,Ultrabook,14.0,24,1.32,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,0,2560,1440,2382
8970088,Asus,VivoBook Max,Notebook,15.6,4,2.0,Intel,i5,Linux,Intel,integrated,0,256,0,0,0,0,0,1920,1080,559
1998281,Lenovo,IdeaPad 320-15AST,Notebook,17.3,8,2.8,AMD,9220,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1600,900,519
8537981,Dell,Inspiron 5570,Notebook,15.6,4,2.2,Intel,i5,Windows,AMD,dedicated,0,256,0,0,0,0,0,1920,1080,749
9716587,Lenovo,ThinkPad X270,Ultrabook,12.5,8,1.36,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1429
9313086,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,2.2,Intel,Quad,Windows,Intel,integrated,0,128,0,0,0,0,0,1920,1080,349
3711170,HP,Omen 15-AX205na,Gaming,15.6,8,2.2,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,1,0,0,1920,1080,1099
6568761,Dell,Latitude 5480,Notebook,14.0,8,1.64,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1179
6175820,Acer,Aspire ES1-572,Notebook,15.6,4,2.4,Intel,i5,Linux,Intel,integrated,500,0,0,0,0,0,0,1366,768,441
8162291,Dell,Precision 3520,Workstation,15.6,8,2.23,Intel,E3-1505M,Windows,Nvidia,dedicated,1000,0,0,64,0,0,0,1920,1080,1993
7697584,MSI,GV62 7RD-1686NL,Gaming,15.6,8,2.2,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,1027
4525445,Microsoft,Surface Laptop,Ultrabook,13.5,16,1.25,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,1,2256,1504,2589
4741706,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,1.91,Intel,i5,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,589
8313277,Dell,Precision 3520,Workstation,15.6,16,2.17,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,1975
7140768,HP,ProBook 650,Workstation,15.6,8,2.31,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,0,1920,1080,1534
8656692,Lenovo,ThinkPad T470,Notebook,14.0,8,1.65,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1345
6936735,Dell,Inspiron 5570,Notebook,15.6,8,2.36,Intel,i7,Windows,AMD,dedicated,1000,128,0,0,0,0,0,1920,1080,979
3465662,Dell,Inspiron 3168,2 in 1 Convertible,11.6,4,1.47,Intel,Quad,Windows,Intel,integrated,500,0,0,0,0,0,1,1366,768,479
8468788,Dell,Alienware 17,Notebook,17.3,8,4.42,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,2046
6143026,Microsoft,Surface Laptop,Ultrabook,13.5,4,1.252,Intel,M,Windows,Intel,integrated,0,128,0,0,0,0,1,2256,1504,989
9094170,Microsoft,Surface Laptop,Ultrabook,13.5,8,1.25,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,1,2256,1504,1799
4291947,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,2.5,Intel,i3,Windows,Intel,integrated,0,256,0,0,0,0,0,1600,900,639
7895184,Acer,Aspire E5-576G,Notebook,15.6,4,2.23,Intel,i3,Windows,Nvidia,dedicated,1000,0,0,0,0,0,0,1920,1080,544
2149621,Acer,TravelMate B,Netbook,11.6,4,1.4,Intel,Dual,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,435
3602417,Asus,Pro P2540UA-AB51,Notebook,15.6,8,2.37,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,749
9715794,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,8,1.5,Intel,i7,No OS,AMD,dedicated,0,512,0,0,1,0,0,1920,1080,799
5209898,Lenovo,Thinkpad P51,Notebook,15.6,8,2.67,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,2090
5415577,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,2.0,Intel,Quad,Windows,Intel,integrated,500,0,0,0,0,0,0,1366,768,304
8705589,Acer,Aspire 5,Notebook,15.6,4,2.2,Intel,i3,Windows,Nvidia,dedicated,500,0,0,0,0,0,0,1366,768,469
8440789,Dell,Inspiron 5570,Notebook,15.6,8,2.02,Intel,i5,Windows,AMD,dedicated,2000,0,0,0,0,0,0,1920,1080,759
7562796,HP,Omen 17-an006nv,Gaming,17.3,12,3.78,Intel,i7,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,1699
3403764,Lenovo,Thinkpad T460s,Ultrabook,14.0,12,1.4,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,0,2560,1440,1858
5638350,HP,Spectre x360,2 in 1 Convertible,13.3,8,1.29,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,1,3840,2160,1999
2047297,HP,ZBook 15u,Notebook,15.6,8,1.9,Intel,i5,Windows,AMD,dedicated,500,0,0,0,0,0,0,1920,1080,1154
3441250,Google,Pixelbook (Core,Ultrabook,12.3,8,1.1,Intel,i5,Chrome OS,Intel,integrated,0,128,0,0,0,0,1,2400,1600,1275
4580639,Dell,Latitude 7390,Ultrabook,13.3,8,1.42,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,1,1920,1080,1841
9414579,Asus,ZenBook Pro,Notebook,15.6,12,2.06,Intel,i7,Windows,Intel,integrated,1000,128,0,0,1,0,0,3840,2160,1299
2363883,Dell,Latitude E5470,Notebook,14.0,8,1.79,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,740
5942103,Dell,Precision M5520,Workstation,15.6,8,1.78,Intel,i7,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,2408
3784535,Lenovo,Thinkpad T470,Notebook,14.0,8,1.7,Intel,i5,Windows,Intel,integrated,0,180,0,0,0,0,0,1920,1080,1364
6223157,Dell,Inspiron 3576,Notebook,15.6,8,2.2,Intel,i5,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1920,1080,675
2736549,Toshiba,Portege X30-D-10J,Notebook,13.3,8,1.05,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1672
5305628,Dell,Inspiron 7570,Notebook,15.6,8,2.16,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,0,1920,1080,1262
1273121,Dell,Vostro 3568,Notebook,15.6,4,2.18,Intel,i3,Windows,Intel,integrated,1000,0,0,0,0,0,0,1366,768,586
3423499,HP,ProBook 430,Notebook,13.3,4,1.49,Intel,i5,Windows,Intel,integrated,0,128,0,0,1,0,0,1920,1080,726
9332618,Chuwi,"Lapbook 15,6",Notebook,15.6,4,1.89,Intel,x5-Z8350,Windows,Intel,integrated,0,0,0,64,0,0,0,1920,1080,248
1408165,Lenovo,ThinkPad E570,Notebook,15.6,4,2.3,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,565
9248942,Lenovo,ThinkPad E480,Notebook,14.0,8,1.75,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1049
4869811,Dell,Precision 3520,Workstation,15.6,16,2.17,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,1,0,0,1920,1080,2338
7122247,Dell,XPS 15,Notebook,15.6,16,2.06,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,0,1920,1080,1899
1733409,Lenovo,Thinkpad X270,Ultrabook,12.5,16,1.36,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,0,1920,1080,1798
1681649,Asus,Zenbook UX390UA,Ultrabook,12.5,16,0.91,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,0,1920,1080,1950
5590223,Lenovo,Thinkpad E570,Notebook,15.6,8,2.3,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,1011
8872177,Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,1.05,Intel,i7,Windows,Intel,integrated,0,512,0,0,0,0,1,1920,1080,2799
5077630,Asus,VivoBook Pro,Gaming,15.6,8,1.99,Intel,i7,Windows,Nvidia,dedicated,1000,128,0,0,0,0,0,1920,1080,1350
5618176,Acer,Aspire 5,Notebook,15.6,8,2.2,AMD,9620P,Windows,AMD,dedicated,1000,0,0,0,0,0,0,1366,768,579
8100929,Asus,Rog G752VL-UH71T,Gaming,17.3,24,4.33,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,1,1920,1080,1269
4676586,Lenovo,Thinkpad X260,Ultrabook,12.5,8,1.3,Intel,i5,Windows,Intel,integrated,0,180,0,0,1,0,0,1366,768,1099
9636255,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,2.17,Intel,i7,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,898
4264201,HP,EliteBook 840,Notebook,14.0,8,1.48,Intel,i7,Windows,Intel,integrated,0,1000,0,0,0,0,0,1920,1080,1749
9131644,Lenovo,ThinkPad 13,Notebook,13.3,8,1.4,Intel,i3,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,949
9163575,Lenovo,ThinkPad L570,Notebook,15.6,8,2.3,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,911
9330917,Asus,VivoBook E201NA,Netbook,11.6,4,1.2,Intel,Dual,Windows,Intel,integrated,0,0,0,64,0,0,0,1366,768,340
3447895,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,1.91,Intel,i5,Windows,AMD,dedicated,0,256,0,0,0,0,0,1366,768,618
4289823,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,1.4,Intel,i5,Windows,Intel,integrated,0,256,0,0,1,0,1,1920,1080,1599
3838481,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,4,2.1,Intel,Dual,Windows,Intel,integrated,500,0,0,0,0,0,0,1366,768,299
3853699,Lenovo,Chromebook N23,Netbook,11.6,4,1.25,Intel,Dual,Chrome OS,Intel,integrated,0,16,0,0,0,0,0,1366,768,265
9741930,Lenovo,ThinkPad 13,Notebook,13.3,8,1.44,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,949
7078924,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,2.0,Intel,i7,Windows,Intel,integrated,1000,256,0,0,0,0,0,1920,1080,1224
6754452,Acer,Aspire A515-51G-59QF,Notebook,15.6,4,2.2,Intel,i5,Windows,Nvidia,dedicated,1000,0,0,0,1,0,0,1920,1080,613
9598638,HP,Envy 13-AB002nv,Ultrabook,13.3,8,1.34,Intel,i7,Windows,Intel,integrated,0,512,0,0,1,0,0,1920,1080,1323
1595818,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.4,Intel,i7,No OS,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,1149
7384405,Dell,XPS 13,Ultrabook,13.3,8,1.29,Intel,i5,Windows,Intel,integrated,0,128,0,0,1,0,1,1920,1080,899
4717816,Acer,Aspire A515-51G,Notebook,15.6,4,2.2,Intel,i7,Windows,Nvidia,dedicated,500,0,0,0,0,0,0,1920,1080,639
6924027,Dell,Vostro 5568,Notebook,15.6,8,2.18,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,0,1920,1080,836
9898762,Dell,Inspiron 5570,Notebook,15.6,16,2.2,Intel,i7,Windows,AMD,dedicated,2000,256,0,0,0,0,0,1920,1080,1219
2851518,Xiaomi,Mi Notebook,Notebook,15.6,16,1.95,Intel,i7,No OS,Nvidia,dedicated,0,256,0,0,1,0,0,1920,1080,1399
2675438,Asus,VivoBook E12,Netbook,11.6,2,1.1,Intel,Dual,Windows,Intel,integrated,0,0,0,32,0,0,0,1366,768,245
5468624,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,2.04,Intel,i5,Windows,Intel,integrated,1000,0,0,0,0,0,1,1366,768,521
6105181,Asus,ROG Zephyrus,Gaming,15.6,24,2.24,Intel,i7,Windows,Nvidia,dedicated,0,512,0,0,0,0,0,1920,1080,2968
3664034,HP,Probook 450,Notebook,15.6,8,2.04,Intel,i5,Windows,Nvidia,dedicated,0,256,0,0,0,0,0,1920,1080,889
9910129,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,3.0,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,0,0,0,1920,1080,1504
2717281,Lenovo,Legion Y720-15IKB,Gaming,15.6,8,3.2,Intel,i7,Windows,Nvidia,dedicated,1000,256,0,0,1,0,0,1920,1080,1399
4301142,HP,Spectre X360,Ultrabook,13.3,8,1.32,Intel,i7,Windows,Intel,integrated,0,256,0,0,1,0,0,1920,1080,1399
7003168,Dell,Latitude 5480,Notebook,14.0,8,1.64,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1279
4568693,HP,ProBook 440,Notebook,15.6,4,1.63,Intel,i3,Windows,Intel,integrated,0,128,0,0,0,0,0,1366,768,689
9317246,Dell,Inspiron 5770,Notebook,17.3,8,2.8,Intel,i5,Linux,AMD,dedicated,1000,128,0,0,1,0,0,1920,1080,889
3650180,Lenovo,ThinkPad L470,Notebook,14.0,8,2.02,Intel,i5,Windows,Intel,integrated,0,256,0,0,0,0,0,1920,1080,1340
